,sex,age,household-position,household-size,prev-residence-place,citizenship,country-birth,edu-level,economic-status,cur-eco-activity,marital-status,class-label
14519,0,10.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14520,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,120.0,111.0,2.0,1
14521,0,8.0,1122.0,111.0,1.0,1.0,1.0,3.0,111.0,132.0,2.0,0
14522,0,7.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
14523,0,12.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14524,0,4.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,131.0,1.0,0
14525,0,8.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,137.0,4.0,0
14526,0,15.0,1131.0,111.0,1.0,1.0,1.0,2.0,111.0,139.0,1.0,1
14527,0,8.0,1122.0,125.0,1.0,1.0,1.0,3.0,120.0,131.0,2.0,1
14528,0,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
14529,0,10.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,133.0,2.0,0
14530,1,7.0,1110.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
14531,0,9.0,1210.0,111.0,1.0,1.0,1.0,2.0,111.0,137.0,1.0,0
14532,0,11.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
14533,1,15.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,134.0,2.0,0
14534,1,8.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14535,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,0
14536,1,7.0,1121.0,112.0,1.0,1.0,3.0,5.0,111.0,135.0,2.0,1
14537,0,15.0,1131.0,113.0,1.0,1.0,1.0,5.0,120.0,135.0,2.0,1
14538,1,8.0,1210.0,112.0,1.0,1.0,1.0,3.0,111.0,124.0,4.0,0
14539,0,8.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,1.0,1
14540,0,7.0,1131.3239,111.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14541,0,10.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14542,1,4.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,1.0,1
14543,0,11.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,0
14544,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,0
14545,0,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14546,0,9.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.85237,2.0,0
14547,0,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
14548,0,12.625778,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14549,1,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,1
14550,1,9.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,134.0,2.0,1
14551,1,4.0,1210.0,113.0,1.0,1.0,1.0,3.0,111.0,134.0,1.0,0
14552,0,4.0,1121.0,114.0,1.0,1.0,1.0,0.0,120.0,137.0,1.0,0
14553,1,12.0,1220.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,0
14554,0,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,133.0,1.0,0
14555,1,11.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
14556,0,11.0,1131.0,114.0,1.0,1.0,1.0,2.0,111.0,137.0,2.0,0
14557,1,9.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
14558,1,6.0,1121.0,113.0,1.0,1.0,1.0,1.0,111.0,132.0,2.0,0
14559,0,4.0,1122.0,113.0,1.0,1.0,1.0,3.0,120.0,137.0,1.0,0
14560,1,6.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,1.0,1
14561,1,9.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14562,0,4.0,1121.0,125.0,1.0,1.0,1.0,0.0,111.0,133.0,1.0,0
14563,0,4.0,1110.0,126.0,1.0,1.0,1.0,2.0,111.0,111.0,1.0,0
14564,0,8.0,1122.0,112.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14565,1,9.0,1131.0,112.0,1.0,1.0,1.0,0.0,111.0,135.0,4.0,0
14566,0,15.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,4.0,0
14567,1,9.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,137.0,2.0,0
14568,1,5.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14569,1,4.0,1110.0,126.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
14570,1,4.0,1131.0,112.0,1.0,1.0,1.0,5.0,111.0,133.0,1.0,1
14571,1,7.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
14572,0,9.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14573,1,12.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14574,0,6.0,1122.0,125.0,1.0,1.0,1.0,3.0,120.0,111.0,1.0,0
14575,1,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,1
14576,0,4.0,1121.0,113.0,1.0,1.0,1.0,2.0,111.0,133.0,1.0,1
14577,1,9.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14578,0,11.0,1122.0,111.0,1.0,1.0,1.0,2.0,111.0,135.0,4.0,0
14579,0,11.0,1131.0,114.0,1.0,1.0,1.0,3.0,111.0,136.0,2.0,0
14580,0,11.0,1220.0,112.0,1.0,1.0,1.0,3.0,111.0,133.0,1.0,1
14581,1,9.0,1122.0,126.0,1.0,1.0,1.0,5.0,120.0,133.0,2.0,1
14582,1,4.0,1110.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,1.0,0
14583,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14584,1,7.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14585,0,8.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14586,1,15.0,1140.0,111.0,1.0,1.0,1.0,5.0,120.0,122.0,1.0,0
14587,0,8.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,133.0,2.0,0
14588,0,4.0,1131.0,111.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
14589,0,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
14590,1,11.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
14591,0,6.0,1210.0,111.0,1.0,1.0,3.0,5.0,111.0,131.0,4.0,1
14592,0,10.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,135.0,2.0,0
14593,0,8.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14594,0,4.0,1122.0,112.01719,1.0,1.0,1.0,3.0,111.0,132.0,1.0,0
14595,1,4.0,1122.0,112.0,2.0,1.0,1.0,5.0,111.0,139.0,1.0,1
14596,1,8.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,122.0,4.0,0
14597,1,5.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,1
14598,0,8.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,138.0,2.0,0
14599,0,4.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,4.0,0
14600,1,6.0,1110.0,113.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
14601,1,9.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14602,1,9.0,1121.0,113.0,1.0,1.0,1.0,3.0,112.0,131.0,2.0,0
14603,0,7.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14604,1,5.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14605,0,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14606,1,8.0,1210.0,111.0,1.0,1.0,1.0,0.0,111.0,134.0,1.0,1
14607,0,7.0,1122.0,112.0,1.0,1.0,2.0,3.0,111.0,124.0,2.0,0
14608,0,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14609,0,9.0,1122.0,114.0,1.0,1.0,1.0,2.0,120.0,133.0,2.0,1
14610,1,4.0,1121.0,126.0,1.0,1.0,1.0,2.0,111.0,111.0,1.0,0
14611,0,9.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,132.0,2.0,0
14612,0,13.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14613,0,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14614,1,15.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,1.0,1
14615,0,12.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
14616,0,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14617,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14618,0,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14619,1,5.0,1131.0,112.0,1.0,1.0,1.0,5.0,120.0,135.0,1.0,0
14620,1,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14621,0,9.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,4.0,0
14622,0,9.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,132.0,2.0,0
14623,1,15.0,1122.0,112.0,1.0,1.0,1.0,4.0,111.0,135.0,2.0,0
14624,0,7.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14625,1,6.0,1122.0,112.0,1.0,1.0,1.0,3.0,120.0,131.0,1.0,0
14626,0,6.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,134.0,2.0,0
14627,0,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14628,0,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14629,0,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14630,0,4.0,1132.0,111.0,1.0,1.0,1.0,0.0,111.0,136.0,1.0,0
14631,0,15.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,136.0,2.0,0
14632,0,12.0,1210.0,112.0,1.0,1.0,1.0,3.0,111.0,134.0,4.0,0
14633,1,6.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14634,0,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14635,0,8.0,1122.0,125.0,1.0,1.0,1.0,5.0,120.0,134.0,2.0,1
14636,0,5.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14637,1,15.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
14638,0,6.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14639,0,7.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14640,0,7.0,1131.0,112.0,1.0,1.0,1.0,2.0,111.0,139.0,1.0,1
14641,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14642,0,7.0,1121.0,113.0,1.0,1.0,1.0,3.0,120.0,124.0,2.0,1
14643,1,11.0,1140.0,112.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,1
14644,1,4.0,1122.0,112.0,1.0,1.0,3.0,3.0,111.0,135.0,2.0,0
14645,0,7.0,1121.0,114.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
14646,0,4.0,1110.0,114.0,1.0,1.0,1.0,0.0,112.0,135.0,1.0,0
14647,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14648,1,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
14649,1,10.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
14650,0,4.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,111.0,1.0,0
14651,1,4.0,1110.0,125.0,1.0,1.0,1.0,3.0,120.0,134.0,1.0,1
14652,1,6.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14653,0,4.0,1110.0,126.0,1.0,1.0,1.0,4.0,111.0,135.0,1.0,0
14654,0,7.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,132.0,2.0,0
14655,1,4.0,1122.0,113.0,1.0,3.0,3.0,4.0,111.0,132.0,2.0,0
14656,1,9.0,1121.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14657,0,5.0,1210.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
14658,0,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
14659,1,8.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14660,1,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14661,0,5.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,1
14662,0,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14663,1,8.0,1121.0,112.0,1.0,1.0,1.0,2.0,111.0,111.0,2.0,0
14664,0,6.0,1140.0,111.0,1.0,1.0,1.0,2.0,111.0,132.0,1.0,1
14665,1,10.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,1
14666,0,5.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,134.0,2.0,1
14667,1,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,134.0,2.0,0
14668,0,4.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
14669,1,8.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,1
14670,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
14671,1,8.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,134.0,1.0,0
14672,0,12.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,0
14673,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14674,0,6.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,0
14675,0,8.0,1121.0,111.0,1.0,1.0,3.0,0.0,111.0,131.0,2.0,0
14676,0,10.0,1122.0,112.0,1.0,1.0,1.0,1.0,111.0,138.0,2.0,0
14677,1,8.0,1121.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
14678,0,5.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14679,1,10.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
14680,1,4.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,1.0,0
14681,0,7.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14682,1,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,132.0,2.0,0
14683,0,9.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,124.0,2.0,1
14684,1,7.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14685,0,8.0,1110.0,112.0,1.0,1.0,1.0,5.0,120.0,111.0,2.0,1
14686,1,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,124.0,2.0,0
14687,1,8.0,1121.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
14688,0,10.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14689,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14690,0,7.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,124.0,1.0,0
14691,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14692,0,7.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,0
14693,1,11.0,1132.0,111.0,1.0,1.0,1.0,5.0,111.0,133.0,1.0,1
14694,1,11.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,0
14695,1,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,134.0,2.0,0
14696,1,4.0,1122.0,114.0,1.0,3.0,3.0,3.0,111.0,135.0,2.0,0
14697,0,8.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14698,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14699,0,7.0,1121.0,113.0,1.0,1.0,1.0,2.0,111.0,134.0,2.0,0
14700,0,9.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14701,0,7.0,1122.0,125.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14702,0,12.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,1
14703,0,4.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
14704,0,11.0,1140.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14705,1,6.0,1122.0,126.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14706,1,4.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,135.0,1.0,1
14707,1,7.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
14708,1,7.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
14709,1,9.0,1122.0,112.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
14710,0,7.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,133.0,2.0,0
14711,0,4.0,1110.0,111.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
14712,0,15.0,1121.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
14713,1,7.0,1121.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
14714,1,15.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14715,1,12.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
14716,1,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
14717,1,6.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,1.0,1
14718,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
14719,0,10.0,1131.0,112.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14720,0,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
14721,0,5.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,0
14722,1,4.0,1121.0,114.0,1.0,1.0,1.0,3.0,120.0,135.0,1.0,0
14723,1,10.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,132.0,2.0,0
14724,0,8.0,1122.0,125.0,1.0,1.0,1.0,2.0,111.0,135.0,2.0,0
14725,0,4.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
14726,0,7.0,1121.0,111.0,1.0,1.0,2.0,5.0,111.0,137.0,2.0,1
14727,1,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,132.0,2.0,1
14728,0,11.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,138.0,2.0,0
14729,1,6.0,1122.0,113.0,1.0,1.0,1.0,5.0,112.0,131.0,1.0,0
14730,0,4.0,1210.0,111.0,1.0,1.0,1.0,3.0,120.0,135.0,1.0,1
14731,0,7.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,134.0,2.0,1
14732,0,4.0,1132.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
14733,1,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,0
14734,0,7.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,135.0,2.0,0
14735,0,4.0,1121.0,112.0,1.0,1.0,1.0,4.0,111.0,134.0,1.0,0
14736,0,4.0,1122.0,112.0,1.0,1.0,1.0,2.0,111.57269,134.90039,1.0,0
14737,1,5.0,1110.0,112.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14738,1,8.0,1132.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,1.0,1
14739,1,6.0,1121.0,114.0,1.0,1.0,1.0,5.0,111.0,122.0,1.0,0
14740,0,10.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,132.0,2.0,0
14741,1,12.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
14742,1,4.0,1110.0,111.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
14743,1,4.0,1110.0,112.0,1.0,1.0,1.0,0.0,111.0,133.0,2.0,0
14744,0,12.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
14745,0,11.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
14746,0,8.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
14747,0,11.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14748,1,9.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14749,1,8.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,1
14750,1,11.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,1.0,1
14751,0,10.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14752,1,4.0,1122.0,113.0,1.0,3.0,1.0,5.0,111.0,132.0,2.0,1
14753,1,4.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,134.0,1.0,1
14754,1,15.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14755,0,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14756,1,8.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
14757,1,4.0,1110.0,126.0,1.0,1.0,1.0,0.0,120.0,134.0,1.0,1
14758,1,8.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14759,0,4.0,1131.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
14760,0,15.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
14761,1,12.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
14762,1,8.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14763,1,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14764,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
14765,1,7.0,1122.0,125.0,1.0,1.0,1.0,5.0,120.0,136.0,2.0,1
14766,0,4.0,1140.0,111.0,1.0,1.0,1.0,0.0,111.0,131.0,1.0,0
14767,1,11.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,111.0,4.0,1
14768,1,8.0,1110.0,111.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,0
14769,1,4.0,1122.0,114.0,2.0,1.0,1.0,5.0,111.0,133.0,1.0,1
14770,0,4.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
14771,0,4.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,1.0,0
14772,1,7.0,1121.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
14773,0,7.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,124.0,1.0,1
14774,0,12.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,137.0,2.0,0
14775,1,8.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
14776,1,15.0,1220.0,114.0,1.0,1.0,1.0,3.0,111.0,136.0,2.0,0
14777,0,8.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,1.0,1
14778,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,1
14779,1,6.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,1
14780,0,8.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
14781,0,10.0,1122.0,111.0,1.0,1.0,1.0,2.0,111.0,138.0,1.0,0
14782,1,11.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14783,0,6.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
14784,0,4.0,1121.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
14785,1,8.0,1121.0,111.0,1.0,1.0,3.0,5.0,111.0,136.0,2.0,1
14786,1,10.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,137.0,2.0,0
14787,1,4.0,1140.0,113.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
14788,1,15.0,1131.0,111.0,1.0,1.0,1.0,5.0,111.0,138.0,1.0,1
14789,0,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
14790,1,11.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14791,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
14792,1,6.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14793,1,8.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,1
14794,1,8.0,1131.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
14795,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,0
14796,0,4.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
14797,1,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,1
14798,0,4.0,1110.0,126.0,1.0,1.0,1.0,0.0,111.0,133.0,1.0,0
14799,1,8.0,1121.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
14800,0,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
14801,0,8.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
14802,0,8.0,1210.0,113.0,1.0,1.0,1.0,4.0,111.0,131.0,1.0,0
14803,1,4.0,1121.0,126.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
14804,0,8.0,1210.0,111.0,1.0,1.0,1.0,4.0,111.0,136.0,1.0,0
14805,0,7.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
14806,0,9.0,1122.0,113.0,1.0,1.0,1.0,4.0,111.0,131.0,2.0,0
14807,0,4.0,1210.0,111.0,1.0,1.0,1.0,2.0,111.0,132.0,1.0,0
14808,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
