LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
105580,0,1,1,1,-1,2,-1,-1,0,0,1048,727,4472,1515,-221,-291,0,896,2256,1465,1262,293,1
232057,0,1,1,1,2,-1,-1,-1,-2,-2,414,2217,1188,3178,1375,250,880,0,596,594,5153,0,1
72539,0,1,2,0,-1,-1,-1,-1,-2,-2,-2279,-230,-757,-121,-2693,-1539,1308,36,441,0,34,0,0
174638,0,2,2,0,0,-1,-1,-1,-1,-1,15871,17909,1411,1854,19076,13309,7682,8038,3659,1359,5279,6715,0
72270,0,1,2,1,-1,-1,-1,0,0,0,1607,2749,22004,590,43573,10817,2903,1554,933,2417,1331,2340,0
90107,0,4,2,1,1,0,-1,-1,-2,-2,62894,41345,21482,-20,-1240,-1162,0,564,534,82,32,0,0
472993,1,2,1,1,0,0,0,0,0,0,205832,463004,406019,517830,184615,171981,2589,20040,21641,1709,27175,1957,0
452428,0,1,3,1,0,0,0,0,0,0,264321,115019,97697,90246,181743,103577,6167,11304,2846,7436,6826,4006,0
93639,0,1,1,1,-1,-1,0,0,0,0,12394,36574,14122,19968,10260,48656,1409,1818,491,15817,1002,1265,0
83214,0,1,2,1,0,0,0,0,0,0,17682,56521,53493,39721,51723,50320,2805,971,4259,1687,2817,2304,0
136769,0,2,1,1,0,0,0,0,0,0,68585,66172,30927,32981,38600,50174,1804,2559,1415,1593,1876,1702,0
107130,0,2,2,1,-1,-2,2,2,-1,2,106289,31741,95810,104231,89488,100826,3482,10558,9202,6675,6112,3182,0
52989,0,2,2,1,0,0,0,0,0,0,11067,41247,18908,10350,32350,7592,1211,400,819,240,1887,83,0
62990,0,4,1,1,0,0,0,-2,-1,-2,13688,47829,819,-125,1268,1627,10558,298,53,480,11292,9,0
50386,0,2,1,1,2,-1,2,0,-2,0,22252,2498,1124,2162,-862,265,283,589,1983,0,791,138,1
194854,0,1,1,0,1,-2,-2,-2,-2,-2,153,497,-1660,2441,809,-432,0,0,0,82,1921,55,1
502032,1,1,3,1,-2,-2,-2,-2,-2,0,6318,11835,4449,23951,7236,12463,97527,8759,65029,1675,4248,7048,0
23265,0,2,1,1,2,2,2,2,2,2,17989,28950,26160,10432,23955,47630,185,0,385,1107,44,3021,1
58777,1,1,3,1,0,0,0,0,0,0,8207,19266,20392,12454,9081,15178,2459,1740,1327,343,1725,874,1
437741,1,3,2,1,1,-1,-1,0,0,0,64338,97436,442129,90536,25987,84705,9368,10529,52863,25995,77058,12424,0
223327,0,4,2,1,-1,-1,-1,-1,0,0,69338,55805,14291,100617,39759,2166,0,3935,18529,2378,1394,99255,0
548944,1,2,1,1,0,0,0,0,0,-1,352783,376060,262777,282121,384495,188434,17625,11442,8270,82219,84488,6923,0
286152,1,2,2,1,0,0,-1,-1,-1,-1,16194,12977,23722,16127,13100,23137,15788,7830,1123,13975,8814,6202,1
100049,0,5,2,1,0,0,0,0,0,0,67600,101998,85764,148769,36033,28464,1616,5324,4395,505,649,3700,0
108262,0,2,2,1,2,0,0,0,0,0,40130,45777,53557,22527,22465,49952,642,1423,871,554,1673,2247,1
46709,0,2,1,0,2,2,3,2,3,3,7920,-436,-1108,-572,-93,-392,0,0,784,206,1352,47,1
194209,1,1,2,1,-1,-1,-1,-1,-2,-2,-926,-442,-1255,3616,-1288,-1023,1053,0,215,416,0,0,0
207018,0,1,2,1,2,2,3,-1,-1,-1,81663,35394,222611,41152,145618,3956,8490,11114,4819,2662,11240,6610,0
362108,0,3,1,1,0,0,0,0,0,0,160431,252808,264882,359423,525737,160930,10291,11972,2578,5537,10978,22753,1
176478,0,1,1,1,-1,2,2,2,2,0,14811,85053,15181,7510,55270,20966,2230,0,549,0,983,2540,0
58585,0,3,1,0,-1,-1,-1,-1,-1,0,448,16612,26583,16611,41409,35949,590,0,3862,175,2759,292,0
35050,0,6,1,1,0,0,0,0,0,0,18950,58634,46910,51616,26218,42019,2559,1011,1084,764,4211,886,0
56958,1,5,1,1,0,0,0,0,0,0,34850,36195,58264,51049,44387,30865,3821,1520,3241,1103,1435,2017,1
61102,1,3,0,1,0,0,0,0,0,0,12937,26637,9431,7284,15605,25235,3549,1141,987,182,2777,1467,1
56665,1,3,0,1,-1,-1,-1,-1,-1,-1,990,127,43,2543,525,1858,1097,1756,634,0,992,291,0
74222,1,1,1,1,0,2,0,0,0,0,157895,155464,142250,102914,58221,165744,520,763,415,1279,3574,3720,0
55554,0,2,1,1,0,0,0,0,0,0,48689,48544,25211,38464,39579,63019,1321,3126,803,1855,2314,2422,0
210657,0,1,1,1,1,-2,-2,-2,-2,-2,912,462,1592,3671,1260,654,0,305,777,371,2147,2210,0
112326,1,2,2,0,-1,-2,-2,-2,-2,-2,-1787,-933,1639,377,-802,-3068,1799,0,353,0,0,243,0
365534,1,1,2,1,-2,-2,-2,-2,-2,-2,-67,-1101,-289,933,-381,467,0,444,358,265,99,141,0
87951,1,1,2,1,0,0,0,0,0,0,119900,153608,173068,28642,47319,80450,1195,6086,4196,3135,856,2733,1
121994,0,1,1,1,-1,-1,-1,-1,0,0,39406,47318,53580,39265,26703,15187,3706,518,4282,675,4145,1742,0
289010,0,3,1,1,1,-1,-2,-2,-2,-2,3349,1081,478,2616,2167,-606,1920,964,3284,0,0,281,0
57285,0,2,2,1,0,0,0,0,0,0,17727,45218,45923,17198,14872,21682,1128,2783,1083,2667,1292,1103,1
192271,0,1,2,1,2,0,0,0,0,0,221880,201181,283658,202815,191763,271380,21695,12383,10671,6295,13189,7499,1
212243,0,4,2,1,0,2,0,0,0,0,84277,112427,164116,154271,161342,86961,2235,9548,3062,875,41,540,1
478535,1,3,1,1,1,0,0,0,0,0,57283,74520,244749,103239,46525,109114,42365,12304,3581,1137,5483,687,0
43017,1,2,1,1,0,0,0,0,0,0,5776,56426,18428,7380,12205,18993,459,2607,1456,2010,1630,630,1
10000,1,1,2,1,2,3,3,2,2,2,20095,43698,58021,64832,24268,23371,2124,6368,591,1434,0,330,1
26286,0,3,1,1,-1,2,2,-1,-1,-1,44717,33667,30167,58373,39574,42564,2928,3549,3156,2015,4439,5273,1
228825,1,2,1,1,-1,2,0,0,-1,0,127055,202436,175891,46456,106463,99331,9125,7607,2487,4651,6481,7635,0
82279,0,2,2,1,0,0,0,0,0,0,6172,26685,18391,33170,9633,16762,925,0,559,1368,1185,1786,0
35960,1,2,1,1,1,2,0,-1,0,0,17029,1031,42424,23251,2085,-71,958,1940,4773,1293,1439,59,0
245244,1,3,2,1,2,0,0,-1,-1,-2,5549,25601,1596,3096,305,757,53,0,1450,0,729,215,0
149022,1,1,2,1,-1,-1,-1,-1,-1,-1,60515,27089,134409,147762,68991,28247,7531,19520,13533,11034,12805,3799,0
21466,1,2,3,1,0,0,0,0,0,0,1372,1062,18607,11541,12981,30009,1410,4456,387,944,2840,2489,1
115447,1,1,2,0,0,0,0,-1,-2,-2,-3796,18201,1706,1652,1203,-670,6038,561,0,0,0,0,0
211585,0,2,1,1,-1,-1,-1,-1,-1,0,13533,14262,23788,20126,15915,2040,22392,20700,24121,12718,13603,13493,0
79218,1,2,1,1,1,2,2,0,2,0,14532,24297,31286,44836,28166,41127,814,0,1448,0,29,0,1
98193,1,1,3,1,1,2,-1,0,0,0,60,-1829,-40,12813,-782,1350,0,468,876,0,1024,0,0
130833,1,1,2,1,-1,-1,-1,-2,-2,-2,-3276,-863,1624,1549,547,590,3629,581,2428,131,0,821,0
33189,1,1,1,1,-1,-1,-1,-1,0,0,898,940,207,1130,1120,1780,0,1324,0,230,132,3183,0
34255,1,2,3,1,0,-1,-1,0,0,0,965,1681,5561,13619,-3311,2120,1244,9597,468,3278,1674,655,0
21003,1,1,2,0,0,0,0,0,0,0,14562,4904,15150,13194,-304,-227,1307,570,957,926,1962,83,0
160319,1,0,1,1,2,-1,-1,-1,-1,2,14028,33317,42716,59343,130593,28298,5764,9275,19098,0,71098,157,0
210779,0,3,0,1,0,0,0,0,0,0,42226,137251,86297,47336,113980,54116,11400,10557,9352,2207,2150,3089,0
215832,1,0,1,1,0,2,-1,0,0,0,181867,233589,158748,185276,173736,138368,5244,12022,8179,1833,7011,0,0
188805,0,1,1,1,-1,-1,-1,-1,-1,0,17213,10329,1610,17078,12712,7598,2850,2548,765,1445,4151,2500,0
376719,0,1,1,1,-2,-2,-2,-2,-2,-2,1924,1909,2013,1697,-223,795,12598,726,4040,592,218,1806,0
289907,1,2,1,1,0,0,0,0,0,0,59664,276365,102885,139453,164283,74996,10320,6414,3815,3099,5599,3252,0
12979,0,3,2,1,1,2,2,2,2,0,64177,37101,50000,42312,36292,73116,644,330,3104,2022,5758,0,1
49217,1,1,2,1,2,2,-1,2,0,0,15644,2610,1084,21512,54873,1905,0,1667,733,1179,1688,106,1
173075,0,2,2,1,0,0,0,0,0,0,43317,136085,56633,62115,28163,75847,13312,4575,916,1107,4039,2757,0
172273,0,1,2,1,0,-1,-1,-1,-1,-1,3498,30098,655,5681,382,-1315,15532,3879,629,7989,341,563,0
47603,0,2,2,1,0,0,0,0,0,0,9671,52810,12408,1206,30410,29716,982,34797,517,2879,1906,1137,0
273525,0,5,1,0,-2,-2,-2,-2,-2,-2,1587,-617,1243,2665,1282,-47,0,385,652,673,1155,0,0
10000,0,2,2,1,2,2,0,0,0,0,3242,145,5903,10052,23889,912,0,692,1764,112,0,347,0
64078,1,5,1,1,1,-2,-2,-2,-2,-2,8928,1913,508,917,-25,-1245,2600,45,481,0,112,10,0
42904,1,1,1,1,0,0,0,2,2,2,51819,50471,52693,51593,25926,40225,2727,2497,758,675,691,76,0
376339,1,5,1,1,-1,-1,-1,-1,0,0,205687,205210,11214,20926,237330,730,6432,11820,10164,1296,6458,14530,0
503549,0,1,1,1,-1,-1,-1,-2,-1,-1,-889,-1683,-1069,3037,531,-625,0,364,2160,2964,2872,125,0
93244,1,2,3,1,0,-1,0,0,-1,0,1356,516,863,1460,23600,25977,3520,0,1521,2546,4379,1671,1
120940,1,3,2,1,-2,-2,-2,-2,-2,-2,321,-941,-2259,-144,-884,-1413,0,5942,0,0,208,44,0
145157,1,1,2,1,0,2,2,2,0,2,134846,137536,135054,111032,124718,171376,500,4998,10387,2347,3864,8632,1
155184,1,2,2,1,0,0,0,0,0,0,199372,122150,188261,134927,194024,216922,20544,12744,4023,5763,7419,8355,0
115556,1,1,2,0,0,0,0,0,0,0,20926,48897,45720,7869,12565,40173,961,2284,790,1770,1748,3270,0
34521,1,1,2,1,2,0,0,0,2,2,12021,59231,15948,13573,21703,73581,2407,1931,3253,1517,130,0,1
59066,0,1,2,1,3,2,2,2,2,0,3410,30283,17883,53631,12218,88848,0,0,446,1921,2594,0,0
183731,0,2,2,1,0,0,0,0,0,0,153986,257590,214852,240622,188294,185925,21315,9268,9985,2011,12167,9388,0
294550,1,1,2,1,0,0,0,0,0,0,274556,259813,354033,211890,227490,147424,21412,8756,7865,2193,5905,1172,0
40278,1,3,2,0,1,2,3,-1,0,0,-700,220,4677,11432,-451,77,0,0,1091,271,325,0,1
32976,1,2,3,0,2,-1,2,-1,-1,-1,10108,-130,874,19651,1029,5,0,141,0,0,348,0,0
60852,0,2,1,1,1,3,3,2,2,2,10544,33656,40301,2029,1226,10430,0,737,71,0,0,222,1
259975,1,2,1,1,0,0,0,0,0,0,226284,220569,216582,109994,133961,121783,16722,13219,132240,4001,5657,7713,0
64331,0,4,2,1,0,0,0,0,0,0,23381,22600,24886,23407,334,-3,3770,1716,860,499,87,378,0
52087,1,2,2,1,0,0,0,0,2,0,154917,18817,147842,50607,20333,44118,1076,6247,3848,1835,3273,5082,1
55105,1,2,2,1,0,0,0,0,2,0,16024,30969,57159,30785,5297,40898,179,3051,770,2056,1497,539,1
362028,1,1,1,1,-2,-2,-2,-2,-2,-2,87463,45294,-959,3793,2475,656,2697,4736,1837,45628,81139,260,0
154791,1,1,1,1,1,-1,-1,-2,-1,-1,-319,-153,-1437,422,-211,-962,272,967,1345,0,322,4531,0
92937,1,2,3,1,0,0,0,0,0,0,47182,37337,13997,14444,10690,12028,1370,1945,1879,2021,3090,2353,0
127634,1,2,3,1,-1,-1,-1,-1,-1,-1,-2550,-1069,96,2600,884,-3748,829,0,638,0,1549,108,0
69976,0,1,2,1,0,0,0,0,-1,0,111138,165239,137953,100849,28186,85540,2500,2429,1659,468,3575,2924,0
36612,0,1,2,1,0,0,0,0,0,0,14506,59209,168058,25413,15785,55947,3984,5087,939,3205,4538,3192,0
20742,1,6,1,1,-1,-1,0,0,0,0,9236,4826,2041,17083,-789,17798,0,7141,404,582,242,30,0
261322,1,2,1,1,2,0,0,0,0,0,129709,129793,203639,157903,161583,194752,16940,7165,10027,6239,4162,8537,1
144193,1,1,1,1,-2,-2,-2,-2,-2,-2,607,-576,297,1289,164,-2032,776,0,2290,615,0,336,0
257711,1,2,1,1,0,0,0,0,0,0,220433,177213,190863,130587,129917,164726,8957,11902,5195,3677,6508,8865,0
25877,1,2,2,1,0,0,0,0,0,0,16425,24791,18340,14060,6268,2440,700,3247,974,1098,1911,614,1
348735,0,4,2,1,0,0,0,0,0,0,85614,153345,121929,123954,179688,85525,6043,12650,24829,5485,6302,106793,0
98436,0,2,2,1,0,0,0,-1,-1,-1,44252,48506,45799,56340,56518,44846,37180,1656,1602,3269,68044,46680,0
72134,1,2,2,1,2,2,2,2,2,2,125472,183320,171542,94324,72262,117433,2024,1389,3335,3799,352,2627,1
296157,0,3,1,1,1,2,-1,-1,0,-1,723,39781,19252,32999,85103,-447,360,678,3697,7042,4996,277,1
522424,1,2,2,1,-1,-1,-1,0,0,0,4100,11720,14133,21814,8777,20742,2692,1997,5816,8655,2313,24443,0
321527,1,1,2,1,1,-1,-1,-1,-1,-2,1305,659,-52,1409,-1171,958,0,2166,573,0,34,55,0
29520,1,2,3,1,0,0,0,0,0,0,4517,18723,7509,11662,2315,55710,1338,2116,1557,365,0,371,0
313882,0,3,1,1,2,-2,-1,0,-1,0,287049,317232,92023,400192,376454,190426,11336,24642,3156,16050,147,19460,1
374282,1,2,2,1,0,0,0,0,0,0,146136,232923,213974,151064,137271,161555,19710,3010,971,2572,2219,18178,0
52742,1,1,1,1,-1,-1,2,-1,-1,-1,9136,692,7355,1291,11394,-1097,185,810,1016,754,2166,810,0
69985,1,5,3,1,0,0,0,0,0,0,19579,44594,36537,17436,23308,26440,1103,2262,1750,66,1530,308,0
83201,0,2,2,1,0,0,0,-1,-1,0,45491,40237,1801,43494,47083,49085,419,878,8954,1659,2562,873,0
368839,1,1,2,1,-1,-1,-1,-1,-1,-1,19937,18853,16604,28291,-20,20156,11512,12900,6420,7438,25681,5505,0
59191,1,1,1,1,1,-1,-1,-1,-2,-2,665,-250,-1831,2215,52,-423,0,0,0,0,131,0,0
31756,1,3,0,1,0,0,0,0,0,0,46552,9672,39120,56362,25448,32373,823,879,2391,1041,1728,380,0
87514,0,2,1,0,0,0,-1,0,-1,-1,17394,16964,18521,2428,312,16531,1658,287,577,1432,2118,0,1
155444,0,3,2,1,-1,0,0,-1,-1,0,29084,18962,18746,1103,1183,30540,6789,789,2245,3052,5986,0,0
103224,1,1,2,1,0,0,0,0,0,0,64461,85160,24917,16101,40154,14127,1005,1245,22570,491,262,388,0
28271,1,6,1,1,0,0,0,0,0,0,24535,12834,25287,16317,9362,25146,3226,5520,1821,681,1099,3274,0
70106,0,1,2,1,-1,-1,2,2,-2,-2,9850,7993,159,126,455,12317,11529,8580,1129,5314,219,2850,0
279376,1,1,2,1,-1,-1,-1,-1,0,-2,-415,1039,99,1824,-405,713,575,3487,970,0,140,169,0
31079,0,1,1,1,0,0,0,0,0,0,48009,7586,22300,17706,16592,25730,1886,8322,3029,2652,1818,2404,0
218965,1,0,2,1,-1,-1,-1,-1,0,0,3423,41364,53804,14903,37206,21724,3088,64497,21696,1769,1624,0,0
79418,0,3,0,1,-1,-1,-1,0,-1,-1,3047,911,-1235,2212,-184,651,0,112,547,380,1017,414,0
200133,1,2,2,1,2,2,2,0,-1,0,88318,39069,244391,240132,208212,262073,7992,5891,7840,4663,11943,5755,1
145608,1,1,2,1,-1,-1,-1,-1,0,-2,7636,647,1629,20658,714,-717,1141,4905,1157,1919,1374,495,0
63471,0,1,2,0,0,0,0,2,2,2,14774,38321,46289,22923,-26,-193,2541,2183,1286,553,558,1590,0
300108,0,1,2,1,0,0,0,-1,0,-1,4986,38684,55518,23667,44623,13204,3498,16441,24330,813,23323,5736,0
55714,1,3,1,1,2,3,2,2,2,2,16480,35452,17457,1547,1089,2685,6245,1821,2689,1448,762,2857,1
229817,0,1,2,1,-2,2,-2,-2,-1,-1,46484,29760,80026,26294,16445,8636,1022,2647,1374,4312,5383,2877,1
170729,1,3,3,1,-1,-1,-1,-1,-1,0,-2444,1010,460,2540,-648,1790,434,906,1165,0,1190,0,0
84043,1,3,1,1,-1,-2,-2,-2,-2,-2,338,938,-845,2327,-206,-1818,165,0,0,0,0,0,0
169780,0,2,2,0,1,2,3,0,0,0,239531,297525,219665,150417,130583,176165,20291,9143,9703,2299,4999,6527,1
80314,1,2,1,1,0,0,0,0,0,0,15624,41445,11055,14272,7803,-1751,1927,5302,3726,1461,2184,6128,0
487411,1,2,1,1,1,3,0,0,0,0,55126,53108,16453,27148,15477,1100,716,10092,823,0,1194,839,0
175895,0,1,2,1,-1,-1,-1,-1,-1,-1,6502,22036,1219,6862,7595,9682,2787,2853,2775,394,3790,2072,0
340895,1,2,1,1,0,0,0,0,0,0,274194,223506,157634,110608,164267,180274,7985,15149,10214,6204,12451,8538,0
50468,0,2,3,1,0,0,0,0,0,0,21368,42121,13405,10035,25698,23151,3031,3544,3497,820,831,659,1
357978,1,0,1,1,-2,-2,-2,-2,-1,-1,-2057,-2646,-457,21574,1199,-1202,0,2176,1071,1961,6276,240,0
126308,0,3,2,1,-1,-1,-1,-1,0,-1,3891,-5,9044,21291,-1306,141,17742,867,1281,8,323,59,0
351240,0,1,1,1,2,-2,-2,-2,-2,-2,87569,51719,38720,20766,71668,82378,1967,1454,24350,7973,4872,17723,1
198678,0,1,2,1,0,0,0,0,0,0,133759,206886,137101,203105,140405,68729,20605,10640,3193,2053,5339,6337,0
195487,1,0,2,1,-2,-1,-1,-1,-1,-1,3581,3956,1454,1726,-19,-1067,7137,11975,25348,11498,14765,3741,0
482296,1,3,1,0,0,0,0,0,0,0,207581,341704,257175,155510,373246,345229,21355,9864,10583,5961,13146,19478,1
43828,1,2,2,1,2,2,2,2,2,2,11909,27347,48222,29091,33100,53557,0,0,1849,0,1015,1565,1
141926,0,3,1,1,-2,-1,-1,-1,-2,-2,-700,2257,1811,2386,192,1050,359,1029,2671,33,7,0,0
114068,1,1,1,1,0,0,0,0,0,0,17211,12238,23987,9745,3324,41760,913,246,2431,5660,2011,425,0
83791,1,2,1,1,1,2,0,0,0,0,-2102,26856,11642,10870,873,2833,804,812,1080,1221,1653,502,1
271180,1,1,2,1,-1,-1,-1,-1,0,0,261,2452,10011,16079,247,575,1403,661,531,0,230,1190,0
357696,1,1,2,1,1,0,0,0,0,0,62876,54437,49447,61144,33324,60733,27744,1319,34935,567,4067,7035,0
222984,1,2,1,1,0,0,0,0,0,0,135997,149445,120535,153964,158829,132746,7214,13843,5160,2950,14647,7424,0
54340,0,3,0,1,1,2,0,0,0,-1,69505,52950,56086,92172,49518,87268,2736,1111,4302,716,1830,706,1
120756,1,2,2,1,1,-1,-1,-1,-1,0,3044,2641,8353,1696,2026,642,0,1374,1849,1602,459,0,0
187014,1,5,1,1,2,0,0,0,0,0,164260,89334,163717,297119,106454,92455,1858,4496,4368,2809,11719,2433,0
87430,0,1,2,1,1,0,0,0,0,0,36870,61628,56038,43127,40893,52076,1514,4650,1585,1661,1922,490,0
45144,0,5,2,1,0,0,0,0,0,0,113971,70775,132554,130786,142166,127577,10513,5651,1496,781,2622,6701,0
44035,0,3,2,1,2,0,-1,0,0,0,1893,32953,39027,8067,16069,16649,894,1453,1598,498,2277,732,0
134440,0,5,1,1,0,0,0,0,-2,-2,16553,1675,2253,1123,1589,916,1818,826,1121,165,1126,96,0
78670,1,1,3,1,-1,-1,-1,-1,-1,-2,-1204,586,-1636,2429,-891,1068,0,525,1594,0,0,0,0
69123,0,3,1,1,0,0,0,0,0,0,49258,52324,30352,47537,38115,49399,1181,4645,726,541,957,564,1
244111,0,1,1,1,-1,-1,-1,-1,-1,-1,-3331,-114,-2177,1654,-665,102,439,920,702,397,1336,0,0
275711,1,1,2,0,1,-2,-2,-2,0,0,67503,70047,93371,94902,82809,67816,98638,11916,65179,91018,6634,17379,0
76092,0,0,2,1,0,0,0,0,0,0,6307,24368,57142,27272,19167,43004,4342,2158,6937,835,1212,1679,0
145348,0,2,2,1,0,0,0,0,0,0,87665,95891,93388,99323,57419,94869,87668,9755,5746,736,4569,3806,0
82408,0,3,1,1,-2,-1,-2,-2,-2,-2,43780,1252,912,2776,1928,1226,2275,2920,5382,348,1963,2137,0
51712,0,2,2,1,0,0,0,0,0,0,47252,49089,29142,16645,51619,1799,5733,1511,662,1939,1149,1564,0
74154,0,3,2,0,0,-1,0,-2,-2,-2,11714,24980,2978,2881,16098,6901,698,1695,3708,6990,4893,1524,0
183316,0,5,1,1,0,0,-2,-2,-2,-2,16042,2703,-560,1310,351,1098,120,1547,926,1543,0,0,0
43450,1,1,2,1,1,0,0,0,0,0,32209,35368,18932,27964,30042,42333,1470,623,1952,849,1586,411,0
140760,0,1,2,1,0,0,0,0,0,0,17950,44125,58082,32559,45800,17784,933,1315,998,4958,1202,2776,0
21803,0,2,1,1,2,2,2,2,2,2,11110,37027,42002,43040,28845,35808,298,0,1827,1229,9371,347,1
20724,0,2,3,1,0,0,0,0,0,0,38608,10479,40273,31564,33218,27613,883,1835,775,1173,2302,414,0
129421,1,1,2,1,-1,-1,-1,0,0,0,427173,362604,395209,310453,70735,260372,4255,24795,16532,5130,2719,7673,0
30575,0,2,1,1,2,0,0,-2,-2,-2,12588,9544,743,1100,792,-87,0,0,138,0,0,0,1
64183,0,1,2,1,1,2,-1,0,0,0,79979,32133,93814,81211,68172,81914,523,11198,2211,0,253,866,0
151956,0,5,2,0,0,0,0,0,0,0,26202,63465,11681,19048,16854,1064,1548,1588,1024,863,286,324,0
90741,1,6,1,1,0,0,0,0,0,0,8275,1902,21537,18946,950,3218,2170,2602,3386,205,1401,487,1
84714,0,2,2,0,2,0,0,0,0,0,10929,2876,-324,4102,1346,136,766,0,1107,1191,293,441,1
10000,1,2,2,1,0,0,0,0,0,0,19982,18282,53663,15538,9025,32681,920,1166,1133,2067,2023,1375,0
29395,0,2,1,1,2,0,0,0,0,0,23425,13863,19369,10282,11881,18540,1341,2374,1577,2542,1024,600,1
106154,0,4,2,0,-2,-2,-2,-2,-2,-2,-2558,-1283,-647,2897,-1592,-899,333,832,600,11,226,128,0
239238,0,1,1,1,-2,-2,-2,-2,-2,-2,951,934,-498,3794,809,1246,58,0,1330,130,0,323,0
222056,1,1,2,1,-2,-2,-2,-2,-2,-2,-2118,-2253,-822,-322,2679,1184,0,1491,3054,743,1337,382,0
359150,1,1,1,1,1,-2,0,0,0,0,360965,201134,456138,435566,203712,77342,7629,6043,23376,15513,12789,15224,0
40244,0,1,2,0,2,2,2,0,2,0,137,31193,11109,868,2074,519,0,0,2187,0,9159,34,1
276809,1,5,2,1,-1,-1,-1,0,0,0,114083,122811,17352,207182,129370,1000,24807,10762,109511,1456,4416,7041,0
112508,1,1,2,0,1,2,-2,-2,0,-2,12791,608,14945,2182,-506,-557,0,612,966,0,1589,0,1
64550,1,3,0,1,-1,-1,-1,-1,-1,-1,12117,-20,1423,2838,-699,-653,1651,409,1530,15,0,119,0
59721,0,2,1,1,2,0,0,0,0,0,52755,29855,14867,35280,33357,1940,540,47539,737,2738,7111,410,1
79554,0,2,2,1,-1,-1,-1,-1,-1,-1,9163,59892,43370,2580,2714,27830,8407,18106,3166,1481,7590,2284,0
20382,1,2,2,1,0,0,0,0,0,0,25320,15298,7666,19485,2364,3782,1648,1922,1829,307,1256,0,0
358821,0,1,0,1,-2,-2,-2,-2,-2,-2,77,-1380,-2167,4228,404,-2513,0,0,1324,81,1623,293,0
26134,1,3,2,1,0,0,0,0,0,-2,3310,33566,9650,6484,171,678,13147,1148,1114,1131,156,682,0
21359,1,3,1,1,2,3,-2,2,2,-1,5667,40662,4616,19530,5080,-1181,1206,0,560,6109,4753,0,0
29524,1,1,2,1,3,2,0,0,-2,-2,11224,213,11065,1548,1271,-348,0,6,0,0,55,120,0
10000,0,3,1,1,3,3,3,2,2,2,11237,17850,7810,13101,8915,13788,175,0,423,4001,0,3014,0
100061,0,3,2,1,-1,-1,0,0,0,0,7558,41079,38657,36276,39587,46116,2353,2320,1771,6427,6948,1776,0
510929,0,2,1,1,-1,-1,-1,-1,-1,-1,1171,60553,7740,52954,8961,8534,4182,18767,3482,665,91069,1855,0
71534,0,1,1,1,0,0,0,0,-2,-2,25919,15342,26531,21831,1136,2776,11903,6757,2688,0,0,418,0
111452,1,1,1,1,1,0,0,0,0,0,-302,73326,95100,68296,9139,51500,0,2101,3565,150,209,2006,0
111106,1,5,2,1,0,0,0,0,0,0,66874,71165,68716,38760,76733,44938,799,1312,1509,1594,952,775,0
181743,0,1,2,0,-1,-1,-1,-1,-1,-1,43,-351,146,477,-66,233,2500,452,1203,2133,178,670,0
91076,1,1,3,1,0,0,0,0,0,0,39753,37198,20847,40190,4751,14570,1036,976,2807,505,150,770,0
28725,1,3,2,1,0,-1,-1,-1,-2,-1,7418,-27,-688,3655,1151,-714,343,1188,1215,414,1843,410,0
219394,1,1,2,1,-2,-2,-2,-2,-2,-2,-1467,-1657,51,1986,-1671,-18,783,281,0,0,0,0,0
153425,1,1,2,1,-2,-2,-2,-1,-2,-2,-1474,-905,191,-121,20654,814,0,517,5964,638,427,0,0
284054,1,1,1,1,1,2,0,0,0,0,289249,276609,191340,16939,100603,241126,18685,8356,17117,4377,139,588,0
126011,0,2,1,1,0,0,0,0,0,0,35726,48576,40376,25650,12617,41483,3828,2341,1612,3034,2795,1113,1
31115,1,2,1,1,0,0,0,0,0,0,14153,65096,20384,-811,19621,1657,926,1605,31,318,77,0,0
49437,1,3,2,1,0,0,2,0,-2,-2,-141,434,15298,6279,126,-997,350,0,774,0,224,0,0
31809,0,2,2,1,0,0,0,0,0,0,21569,11863,17122,3195,7201,1801,227,2046,1275,818,1499,251,0
320978,1,1,2,1,0,0,0,0,0,0,115613,104911,152569,99276,161791,54307,6804,7115,3114,5764,6046,9337,0
76146,0,1,2,1,0,0,0,0,0,0,11870,40821,16598,12864,17461,4737,2971,1674,1184,1652,98,2265,0
51629,1,2,1,1,2,2,2,0,2,0,4702,17256,19143,13101,25359,56748,344,2727,942,1698,853,258,1
94248,1,1,2,1,0,0,0,2,2,0,9175,48743,29857,9474,8153,15796,3717,819,642,422,633,333,0
70231,1,5,2,1,0,0,0,0,0,0,53318,41781,18187,36881,13193,23757,4251,755,1214,1998,1078,3031,0
46668,1,1,1,1,-1,-2,-2,-2,-2,-2,500,186,-935,3041,1018,202,0,855,639,321,2224,67,0
77038,1,2,2,1,1,0,-1,-1,-1,0,-1489,2020,12836,1378,6587,9308,298,9308,8339,5038,2116,1487,0
88865,0,2,2,1,0,0,0,0,0,0,126056,136469,100347,77175,96314,84309,4231,69450,1598,2949,4719,4968,0
59036,0,1,3,0,2,2,-1,-1,-2,-2,-1993,-521,-3476,313,-970,-829,541,129,0,0,0,0,1
