checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,8,all credits at this bank paid back duly,business,2251,<100 DM,1<= < 4 years,4,none,2,real estate,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,furniture/equipment,620,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,1,none,rent,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,64,existing credits paid back duly till now,radio/television,250,<100 DM,unemployed,1,co-applicant,1,savings agreement/life insurance,1,bank,own,2,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,26,delay in paying off,car (used),10735,<100 DM,<1 years,4,none,1,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
<0 DM,21,delay in paying off,retraining,1500,no savings account,>=7 years,4,none,2,unknown / no property,0,none,own,1,unskilled - resident,2,none,yes,0,married/widowed,0
<0 DM,22,existing credits paid back duly till now,repairs,1501,500 <= < 1000 DM,>=7 years,3,none,3,real estate,1,bank,own,1,skilled employee / official,1,none,yes,0,married/widowed,1
0 <= <200 DM,6,existing credits paid back duly till now,furniture/equipment,250,500 <= < 1000 DM,>=7 years,1,none,4,car or other,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,31,critical account,car (new),1004,no savings account,<1 years,3,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,23,delay in paying off,car (new),1747,<100 DM,>=7 years,1,none,1,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,22,all credits at this bank paid back duly,retraining,250,<100 DM,>=7 years,1,none,3,savings agreement/life insurance,1,bank,rent,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,42,existing credits paid back duly till now,car (new),4455,<100 DM,4<= <7 years,3,none,1,car or other,0,none,rent,1,unskilled - resident,2,yes,yes,1,divorced/separated,1
no account,5,critical account,domestic appliances,1279,<100 DM,unemployed,2,none,1,car or other,1,none,for free,2,skilled employee / official,2,none,yes,0,divorced/separated,0
<0 DM,20,existing credits paid back duly till now,business,1302,>= 1000 DM,<1 years,4,none,3,real estate,0,store,for free,1,skilled employee / official,1,none,yes,1,married/widowed,1
no account,9,existing credits paid back duly till now,furniture/equipment,2249,<100 DM,1<= < 4 years,2,none,3,unknown / no property,0,none,rent,1,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,24,critical account,radio/television,4742,<100 DM,1<= < 4 years,1,guarantor,4,savings agreement/life insurance,1,bank,for free,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,15,critical account,furniture/equipment,329,<100 DM,4<= <7 years,1,none,4,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,17,critical account,furniture/equipment,487,100 <= <500 DM,>=7 years,2,none,3,savings agreement/life insurance,1,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated,0
<0 DM,22,critical account,car (used),759,no savings account,1<= < 4 years,1,none,4,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,13,existing credits paid back duly till now,car (used),13211,100 <= <500 DM,<1 years,2,none,4,savings agreement/life insurance,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,29,critical account,education,250,<100 DM,1<= < 4 years,2,none,3,real estate,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,critical account,radio/television,3304,<100 DM,<1 years,2,none,4,real estate,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,24,critical account,radio/television,2250,>= 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,0,store,own,3,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,25,all credits at this bank paid back duly,business,2141,500 <= < 1000 DM,>=7 years,2,none,2,unknown / no property,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,15,critical account,car (new),9611,<100 DM,1<= < 4 years,4,none,2,car or other,1,none,own,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,14,critical account,radio/television,6365,<100 DM,4<= <7 years,2,co-applicant,3,savings agreement/life insurance,1,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,18,critical account,business,250,<100 DM,1<= < 4 years,4,none,2,car or other,0,store,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
>= 200 DM ,18,critical account,radio/television,250,<100 DM,1<= < 4 years,4,none,4,car or other,1,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,48,critical account,others,1277,<100 DM,>=7 years,4,none,3,car or other,0,none,rent,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,business,1474,<100 DM,unemployed,3,none,4,real estate,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,business,2018,<100 DM,4<= <7 years,2,none,3,car or other,1,store,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
>= 200 DM ,4,critical account,furniture/equipment,1905,<100 DM,4<= <7 years,2,guarantor,4,car or other,1,none,own,2,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,21,existing credits paid back duly till now,radio/television,250,<100 DM,1<= < 4 years,1,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,18,no credits taken,radio/television,3140,<100 DM,>=7 years,2,guarantor,1,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,4,critical account,car (new),997,500 <= < 1000 DM,4<= <7 years,4,none,1,unknown / no property,1,bank,own,1,unskilled - resident,2,yes,yes,1,divorced/separated,1
no account,5,critical account,car (new),250,<100 DM,>=7 years,2,none,4,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,19,critical account,furniture/equipment,1703,no savings account,1<= < 4 years,2,none,4,car or other,1,none,rent,2,skilled employee / official,1,yes,no,0,divorced/separated,1
<0 DM,23,no credits taken,repairs,6983,no savings account,<1 years,4,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,22,critical account,car (used),5290,<100 DM,4<= <7 years,3,none,3,car or other,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,0
>= 200 DM ,28,critical account,radio/television,552,<100 DM,1<= < 4 years,1,guarantor,4,real estate,0,bank,own,1,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,20,existing credits paid back duly till now,furniture/equipment,250,<100 DM,1<= < 4 years,2,none,2,real estate,0,none,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
<0 DM,15,critical account,furniture/equipment,947,<100 DM,1<= < 4 years,4,none,4,car or other,1,none,own,1,unemployed/ unskilled  - non-resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,9,existing credits paid back duly till now,car (used),250,<100 DM,>=7 years,1,none,2,savings agreement/life insurance,0,bank,own,3,skilled employee / official,1,yes,yes,0,divorced/separated,1
>= 200 DM ,48,existing credits paid back duly till now,radio/television,250,<100 DM,unemployed,4,none,3,savings agreement/life insurance,1,none,own,1,management/ highly qualified employee,1,yes,yes,0,married/widowed,1
0 <= <200 DM,4,critical account,furniture/equipment,1336,<100 DM,1<= < 4 years,1,none,1,unknown / no property,0,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
<0 DM,13,critical account,radio/television,572,<100 DM,1<= < 4 years,3,none,2,real estate,0,none,for free,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,24,critical account,radio/television,573,<100 DM,>=7 years,1,none,3,car or other,0,none,for free,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,22,critical account,car (new),250,<100 DM,1<= < 4 years,4,guarantor,2,real estate,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,14,critical account,radio/television,3399,<100 DM,4<= <7 years,1,none,1,real estate,1,none,own,4,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
0 <= <200 DM,24,existing credits paid back duly till now,car (new),5275,<100 DM,<1 years,3,none,2,car or other,0,none,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,20,critical account,car (new),1133,<100 DM,4<= <7 years,4,co-applicant,4,real estate,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,12,all credits at this bank paid back duly,car (new),2927,500 <= < 1000 DM,>=7 years,2,none,4,real estate,0,none,own,1,management/ highly qualified employee,2,yes,yes,1,divorced/separated,0
no account,22,critical account,car (used),783,<100 DM,>=7 years,3,none,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,5,delay in paying off,car (new),898,<100 DM,1<= < 4 years,1,none,2,car or other,1,none,rent,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,6,existing credits paid back duly till now,car (new),4054,100 <= <500 DM,1<= < 4 years,4,none,3,car or other,1,none,own,1,skilled employee / official,2,yes,yes,0,married/widowed,1
no account,24,existing credits paid back duly till now,car (new),1811,<100 DM,1<= < 4 years,4,none,1,savings agreement/life insurance,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,11,existing credits paid back duly till now,retraining,806,100 <= <500 DM,<1 years,3,none,4,car or other,0,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
<0 DM,4,critical account,business,250,<100 DM,1<= < 4 years,2,none,4,unknown / no property,0,none,own,1,unskilled - resident,1,none,yes,0,married/widowed,1
no account,23,critical account,radio/television,1433,<100 DM,4<= <7 years,4,none,3,car or other,0,bank,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,27,existing credits paid back duly till now,repairs,2212,<100 DM,>=7 years,3,none,1,car or other,0,bank,own,1,unemployed/ unskilled  - non-resident,2,none,yes,1,married/widowed,0
no account,33,critical account,radio/television,2336,<100 DM,4<= <7 years,2,none,3,car or other,0,none,rent,1,unemployed/ unskilled  - non-resident,1,none,yes,0,divorced/separated,1
0 <= <200 DM,20,critical account,furniture/equipment,250,<100 DM,<1 years,2,none,2,real estate,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,business,6317,500 <= < 1000 DM,>=7 years,2,none,4,unknown / no property,1,none,own,2,unskilled - resident,1,yes,yes,1,divorced/separated,1
<0 DM,12,delay in paying off,furniture/equipment,870,<100 DM,1<= < 4 years,1,guarantor,3,savings agreement/life insurance,0,bank,own,1,skilled employee / official,1,yes,no,1,divorced/separated,1
no account,14,delay in paying off,furniture/equipment,6727,<100 DM,>=7 years,2,none,4,car or other,0,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,21,delay in paying off,car (new),17869,<100 DM,<1 years,3,none,3,car or other,1,store,own,1,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
no account,4,critical account,furniture/equipment,996,100 <= <500 DM,4<= <7 years,1,guarantor,1,real estate,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,13,critical account,repairs,8257,<100 DM,<1 years,1,none,2,car or other,1,none,own,1,management/ highly qualified employee,2,yes,yes,1,married/widowed,1
<0 DM,4,existing credits paid back duly till now,furniture/equipment,2242,<100 DM,<1 years,1,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,4,critical account,business,478,<100 DM,>=7 years,2,none,3,real estate,1,bank,own,3,management/ highly qualified employee,1,yes,yes,0,divorced/separated,0
0 <= <200 DM,24,critical account,radio/television,250,<100 DM,1<= < 4 years,2,none,4,real estate,1,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,0
no account,4,all credits at this bank paid back duly,car (new),250,no savings account,>=7 years,2,co-applicant,3,car or other,0,none,own,1,management/ highly qualified employee,2,yes,yes,1,divorced/separated,0
no account,6,critical account,furniture/equipment,294,<100 DM,1<= < 4 years,4,none,2,car or other,0,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,0
>= 200 DM ,18,critical account,radio/television,1451,<100 DM,>=7 years,1,none,1,real estate,1,bank,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,21,critical account,furniture/equipment,9450,<100 DM,4<= <7 years,3,none,3,car or other,1,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,25,critical account,furniture/equipment,3218,<100 DM,>=7 years,1,none,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
<0 DM,4,critical account,radio/television,924,no savings account,>=7 years,2,none,2,unknown / no property,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,0
<0 DM,13,existing credits paid back duly till now,furniture/equipment,614,<100 DM,1<= < 4 years,4,guarantor,2,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,12,critical account,business,1261,<100 DM,4<= <7 years,2,none,4,car or other,0,none,rent,1,unskilled - resident,1,yes,yes,1,married/widowed,1
0 <= <200 DM,24,no credits taken,car (new),18269,<100 DM,<1 years,3,none,4,real estate,1,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,radio/television,5027,<100 DM,<1 years,3,none,4,car or other,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,22,critical account,furniture/equipment,4013,<100 DM,>=7 years,2,co-applicant,1,real estate,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,20,no credits taken,car (new),1305,<100 DM,<1 years,2,none,2,real estate,1,store,own,3,skilled employee / official,1,yes,no,1,divorced/separated,0
no account,21,delay in paying off,furniture/equipment,761,<100 DM,4<= <7 years,4,none,4,unknown / no property,1,none,rent,2,unemployed/ unskilled  - non-resident,1,yes,yes,0,divorced/separated,1
<0 DM,21,critical account,furniture/equipment,7726,<100 DM,>=7 years,4,none,1,real estate,0,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
<0 DM,30,delay in paying off,car (used),7534,<100 DM,<1 years,2,none,4,real estate,1,none,own,1,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
no account,30,existing credits paid back duly till now,retraining,3670,<100 DM,>=7 years,4,none,2,unknown / no property,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,11,critical account,furniture/equipment,2359,<100 DM,4<= <7 years,3,none,2,car or other,1,none,for free,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,22,critical account,furniture/equipment,586,<100 DM,1<= < 4 years,2,none,2,unknown / no property,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,4,critical account,business,250,<100 DM,<1 years,4,none,4,real estate,1,bank,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,1,divorced/separated,0
0 <= <200 DM,13,all credits at this bank paid back duly,furniture/equipment,534,<100 DM,<1 years,4,none,4,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
>= 200 DM ,47,all credits at this bank paid back duly,furniture/equipment,250,<100 DM,1<= < 4 years,2,co-applicant,4,real estate,1,store,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
no account,8,critical account,education,250,500 <= < 1000 DM,>=7 years,2,none,3,real estate,1,none,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
<0 DM,37,existing credits paid back duly till now,furniture/equipment,468,<100 DM,>=7 years,2,none,4,car or other,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,17,critical account,business,1187,no savings account,1<= < 4 years,3,none,1,unknown / no property,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,39,all credits at this bank paid back duly,radio/television,5722,<100 DM,unemployed,3,none,2,real estate,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,17,critical account,retraining,2494,<100 DM,>=7 years,4,guarantor,1,savings agreement/life insurance,1,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,21,critical account,radio/television,3531,<100 DM,>=7 years,4,none,4,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,26,all credits at this bank paid back duly,furniture/equipment,2859,no savings account,unemployed,4,none,3,unknown / no property,1,none,own,2,skilled employee / official,2,yes,no,0,divorced/separated,1
no account,17,critical account,domestic appliances,1448,no savings account,4<= <7 years,4,none,2,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,13,critical account,radio/television,2410,<100 DM,1<= < 4 years,1,none,3,savings agreement/life insurance,1,bank,rent,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,14,existing credits paid back duly till now,furniture/equipment,250,no savings account,>=7 years,4,none,4,unknown / no property,0,none,rent,2,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
no account,7,critical account,business,419,<100 DM,>=7 years,1,none,1,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,34,critical account,car (new),250,<100 DM,>=7 years,2,none,1,car or other,0,bank,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,0
no account,11,existing credits paid back duly till now,car (new),4067,<100 DM,<1 years,2,none,3,savings agreement/life insurance,0,none,rent,2,management/ highly qualified employee,2,yes,yes,1,divorced/separated,1
0 <= <200 DM,5,all credits at this bank paid back duly,car (new),250,no savings account,>=7 years,4,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,no,0,divorced/separated,1
no account,21,existing credits paid back duly till now,education,2149,<100 DM,unemployed,1,none,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,21,critical account,car (used),4143,<100 DM,4<= <7 years,2,none,4,real estate,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,18,critical account,radio/television,2854,100 <= <500 DM,>=7 years,4,none,1,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,30,critical account,furniture/equipment,640,100 <= <500 DM,>=7 years,4,co-applicant,2,car or other,1,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,21,all credits at this bank paid back duly,car (new),10545,no savings account,1<= < 4 years,2,none,3,savings agreement/life insurance,1,none,for free,2,management/ highly qualified employee,2,none,yes,0,divorced/separated,1
no account,23,no credits taken,business,250,<100 DM,1<= < 4 years,3,none,4,real estate,0,store,own,1,unskilled - resident,1,none,yes,1,divorced/separated,0
<0 DM,26,critical account,furniture/equipment,2188,<100 DM,1<= < 4 years,4,none,2,real estate,1,bank,own,1,skilled employee / official,1,yes,yes,0,married/widowed,1
0 <= <200 DM,21,existing credits paid back duly till now,repairs,1283,<100 DM,<1 years,4,none,1,savings agreement/life insurance,1,none,for free,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,10,delay in paying off,business,250,100 <= <500 DM,>=7 years,2,guarantor,4,real estate,0,none,rent,2,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,21,all credits at this bank paid back duly,car (new),714,<100 DM,1<= < 4 years,2,none,2,real estate,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,28,critical account,radio/television,1018,<100 DM,>=7 years,4,none,2,car or other,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,16,critical account,domestic appliances,1130,>= 1000 DM,>=7 years,2,none,3,real estate,1,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,10,critical account,radio/television,2483,<100 DM,<1 years,3,none,2,car or other,1,bank,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
>= 200 DM ,22,existing credits paid back duly till now,education,6412,<100 DM,>=7 years,3,none,2,unknown / no property,0,bank,own,2,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
no account,18,existing credits paid back duly till now,education,2814,<100 DM,1<= < 4 years,4,none,2,real estate,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,12,critical account,business,1403,<100 DM,>=7 years,2,none,4,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,22,delay in paying off,furniture/equipment,250,no savings account,>=7 years,1,none,4,car or other,0,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,13,no credits taken,furniture/equipment,2026,<100 DM,4<= <7 years,1,co-applicant,2,real estate,0,none,own,1,unskilled - resident,1,yes,yes,0,married/widowed,0
0 <= <200 DM,33,critical account,radio/television,2351,<100 DM,1<= < 4 years,2,none,2,real estate,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,22,existing credits paid back duly till now,radio/television,2249,<100 DM,>=7 years,2,none,2,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,24,existing credits paid back duly till now,domestic appliances,6632,>= 1000 DM,<1 years,2,none,4,real estate,1,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,38,critical account,furniture/equipment,823,<100 DM,>=7 years,2,none,4,savings agreement/life insurance,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,13,critical account,car (used),1738,<100 DM,1<= < 4 years,4,none,2,real estate,0,store,own,1,skilled employee / official,1,yes,yes,0,married/widowed,0
0 <= <200 DM,23,existing credits paid back duly till now,business,250,no savings account,4<= <7 years,4,none,4,savings agreement/life insurance,1,bank,own,1,skilled employee / official,1,none,yes,0,married/widowed,1
no account,21,critical account,furniture/equipment,9200,<100 DM,4<= <7 years,1,none,2,savings agreement/life insurance,1,none,for free,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,21,critical account,car (new),5172,<100 DM,4<= <7 years,4,none,3,car or other,1,none,own,1,management/ highly qualified employee,1,none,yes,0,married/widowed,1
no account,27,all credits at this bank paid back duly,furniture/equipment,817,<100 DM,1<= < 4 years,4,none,2,real estate,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,25,delay in paying off,car (used),1159,100 <= <500 DM,1<= < 4 years,4,none,3,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,4,critical account,furniture/equipment,2110,<100 DM,<1 years,2,guarantor,4,savings agreement/life insurance,0,none,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,20,critical account,furniture/equipment,2872,<100 DM,4<= <7 years,4,none,1,real estate,1,none,own,2,skilled employee / official,1,yes,no,1,divorced/separated,1
no account,38,critical account,car (new),7311,<100 DM,4<= <7 years,2,none,1,real estate,1,store,own,3,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,15,critical account,furniture/equipment,7407,<100 DM,>=7 years,1,none,1,car or other,1,store,own,2,skilled employee / official,2,yes,yes,1,divorced/separated,1
>= 200 DM ,15,existing credits paid back duly till now,furniture/equipment,989,<100 DM,1<= < 4 years,3,none,3,real estate,1,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,12,critical account,car (new),5062,<100 DM,unemployed,4,none,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,21,existing credits paid back duly till now,others,3562,<100 DM,4<= <7 years,2,none,2,car or other,0,bank,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,6,existing credits paid back duly till now,car (used),974,<100 DM,1<= < 4 years,4,none,4,car or other,1,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,11,critical account,car (used),6454,100 <= <500 DM,4<= <7 years,2,none,4,real estate,0,bank,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
<0 DM,20,all credits at this bank paid back duly,others,250,<100 DM,unemployed,4,none,2,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,0
0 <= <200 DM,4,delay in paying off,furniture/equipment,1188,<100 DM,>=7 years,1,none,1,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
<0 DM,26,existing credits paid back duly till now,furniture/equipment,10628,no savings account,>=7 years,4,none,4,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,54,critical account,car (used),2519,<100 DM,<1 years,2,none,4,real estate,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,17,critical account,car (new),2136,no savings account,<1 years,4,none,2,car or other,1,bank,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,13,critical account,education,1468,no savings account,<1 years,1,none,3,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
>= 200 DM ,4,no credits taken,radio/television,5859,no savings account,4<= <7 years,4,none,2,car or other,1,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,12,existing credits paid back duly till now,furniture/equipment,250,<100 DM,>=7 years,2,guarantor,3,unknown / no property,1,store,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,27,no credits taken,radio/television,2089,no savings account,>=7 years,2,none,3,real estate,0,none,for free,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,22,critical account,radio/television,1712,<100 DM,<1 years,2,none,1,car or other,0,store,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
<0 DM,23,no credits taken,radio/television,866,no savings account,>=7 years,4,none,3,unknown / no property,0,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,0
<0 DM,17,critical account,furniture/equipment,1156,<100 DM,4<= <7 years,2,none,1,real estate,0,none,rent,2,management/ highly qualified employee,1,yes,yes,1,divorced/separated,0
no account,31,existing credits paid back duly till now,radio/television,5256,<100 DM,<1 years,2,none,4,real estate,1,bank,own,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,15,critical account,retraining,250,<100 DM,4<= <7 years,4,none,3,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,0
0 <= <200 DM,14,delay in paying off,car (used),2369,<100 DM,4<= <7 years,4,none,2,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,28,critical account,business,2071,<100 DM,1<= < 4 years,1,none,4,savings agreement/life insurance,0,store,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,21,critical account,radio/television,1546,<100 DM,1<= < 4 years,2,co-applicant,2,savings agreement/life insurance,0,store,own,3,skilled employee / official,1,yes,yes,1,divorced/separated,0
no account,22,critical account,education,250,<100 DM,1<= < 4 years,2,guarantor,2,real estate,0,bank,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,10,critical account,car (new),250,>= 1000 DM,4<= <7 years,2,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,4,critical account,radio/television,1314,<100 DM,1<= < 4 years,4,none,3,car or other,0,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,20,critical account,car (new),1945,<100 DM,>=7 years,4,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,14,no credits taken,others,250,<100 DM,>=7 years,4,none,2,car or other,1,bank,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,11,existing credits paid back duly till now,car (new),4583,<100 DM,1<= < 4 years,3,guarantor,4,real estate,0,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,39,critical account,business,6258,<100 DM,<1 years,2,guarantor,2,car or other,1,bank,rent,1,unemployed/ unskilled  - non-resident,1,none,yes,0,divorced/separated,1
