checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
<0 DM,6.0,existing credits paid back duly till now,furniture/equipment,11801.151,<100 DM,unemployed,2.0,none,4.0,car or other,x<25 or x>65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,36.0,existing credits paid back duly till now,business,2636.8982,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,car (new),1369.5994,no savings account,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,repairs,2791.2417,<100 DM,unemployed,3.0,co-applicant,2.0,savings agreement/life insurance,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,car (new),2043.2219,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,18.495853,existing credits paid back duly till now,business,18424.0,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.0,critical account,radio/television,3195.9644,<100 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,20.425611,no credits taken,radio/television,3403.606,<100 DM,unemployed,3.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
no account,18.0,delay in paying off,car (new),990.80896,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,for free,2.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,critical account,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),1664.1064,500 <= < 1000 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,car (new),18424.0,<100 DM,4<= <7 years,1.0,none,2.7719321,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,critical account,car (new),18424.0,no savings account,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,72.0,critical account,radio/television,18424.0,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,41.30366,no credits taken,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,4.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
no account,72.0,existing credits paid back duly till now,car (new),18424.0,no savings account,<1 years,3.0,none,1.0,savings agreement/life insurance,x<25 or x>65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,1974.3224,<100 DM,1<= < 4 years,3.0,none,1.875744,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,12.0,delay in paying off,furniture/equipment,1530.9448,<100 DM,>=7 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,car (new),1092.4459,<100 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,car (new),2828.0503,100 <= <500 DM,<1 years,1.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,18.0,critical account,car (used),3154.3506,no savings account,1<= < 4 years,4.0,co-applicant,2.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,repairs,1809.2047,<100 DM,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,5.1228247,critical account,radio/television,1076.6058,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,36.0,existing credits paid back duly till now,car (new),4681.718,100 <= <500 DM,>=7 years,4.0,co-applicant,4.0,unknown / no property,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,12.0,existing credits paid back duly till now,furniture/equipment,250.0,no savings account,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,furniture/equipment,1369.3448,<100 DM,4<= <7 years,4.0,none,4.0,real estate,x<25 or x>65,bank,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,23.826452,critical account,retraining,18424.0,no savings account,<1 years,4.0,none,1.7902671,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,retraining,4502.5806,<100 DM,1<= < 4 years,2.0,none,3.0,real estate,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,married/widowed,1
no account,18.0,critical account,car (new),2217.058,>= 1000 DM,>=7 years,4.0,none,3.2396514,real estate,25<=x<=65,none,rent,4.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,1652.1492,no savings account,>=7 years,1.0,none,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,furniture/equipment,250.0,no savings account,<1 years,4.0,none,3.5171452,car or other,25<=x<=65,none,own,4.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,12.0,critical account,car (new),10805.177,100 <= <500 DM,4<= <7 years,3.0,none,4.0,unknown / no property,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,car (new),250.0,<100 DM,4<= <7 years,4.0,none,3.1734555,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,delay in paying off,radio/television,2095.1914,500 <= < 1000 DM,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,48.0,delay in paying off,radio/television,1517.9054,500 <= < 1000 DM,>=7 years,2.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,no credits taken,car (new),2318.7385,500 <= < 1000 DM,1<= < 4 years,3.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,own,2.0,unskilled - resident,1.0,none,yes,female,married/widowed,0
<0 DM,12.766551,existing credits paid back duly till now,car (used),1816.5891,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,8896.709,<100 DM,4<= <7 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,24.0,critical account,radio/television,2388.068,500 <= < 1000 DM,1<= < 4 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,furniture/equipment,1894.9885,<100 DM,1<= < 4 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,0
0 <= <200 DM,72.0,critical account,radio/television,2385.8552,no savings account,1<= < 4 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
<0 DM,21.112223,existing credits paid back duly till now,radio/television,2123.2852,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,2216.233,<100 DM,4<= <7 years,4.0,none,2.0,car or other,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,4.0,delay in paying off,radio/television,3120.0608,<100 DM,>=7 years,3.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,car (new),1303.8805,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,12.0,critical account,car (new),2139.6494,100 <= <500 DM,unemployed,3.0,none,1.0,car or other,25<=x<=65,none,for free,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,9.0,critical account,radio/television,2341.3745,no savings account,>=7 years,4.0,none,2.0,real estate,x<25 or x>65,bank,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,72.0,critical account,car (new),5496.3086,<100 DM,<1 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,4.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,18.0,critical account,car (new),3914.9292,no savings account,>=7 years,2.0,none,4.0,car or other,x<25 or x>65,bank,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1969.0404,<100 DM,1<= < 4 years,2.0,none,2.0,unknown / no property,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,car (new),3949.7156,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,4.0,all credits at this bank paid back duly,business,708.41296,500 <= < 1000 DM,4<= <7 years,1.0,guarantor,2.0,car or other,25<=x<=65,store,rent,1.0,management/ highly qualified employee,1.0,none,yes,female,married/widowed,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,<1 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
no account,20.214846,no credits taken,car (new),2275.9194,no savings account,>=7 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,delay in paying off,furniture/equipment,3370.5962,<100 DM,1<= < 4 years,3.0,none,3.0,savings agreement/life insurance,25<=x<=65,bank,own,2.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,0
<0 DM,27.78614,delay in paying off,furniture/equipment,2792.4011,<100 DM,<1 years,1.0,none,3.0,real estate,x<25 or x>65,none,rent,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
>= 200 DM ,18.0,existing credits paid back duly till now,furniture/equipment,4062.5583,<100 DM,unemployed,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,18424.0,no savings account,<1 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,2.0,unskilled - resident,1.0,yes,yes,male,married/widowed,1
0 <= <200 DM,15.0,delay in paying off,car (new),18424.0,no savings account,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,6.0,critical account,radio/television,1297.1736,100 <= <500 DM,4<= <7 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,radio/television,2997.4282,<100 DM,1<= < 4 years,3.0,none,4.0,car or other,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,car (new),1486.7904,<100 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,car (new),18424.0,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,furniture/equipment,1573.6703,no savings account,4<= <7 years,1.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,car (new),1018.6691,<100 DM,>=7 years,3.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,15.50505,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,10.0,critical account,car (new),2728.8394,<100 DM,4<= <7 years,2.0,co-applicant,2.0,car or other,x<25 or x>65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,married/widowed,0
no account,72.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,furniture/equipment,1484.3787,<100 DM,1<= < 4 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,72.0,existing credits paid back duly till now,radio/television,3084.6345,>= 1000 DM,1<= < 4 years,2.3337183,none,1.0,real estate,x<25 or x>65,none,own,4.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
no account,48.0,critical account,car (new),7435.534,<100 DM,>=7 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,rent,3.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,48.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,>=7 years,4.0,none,1.0,car or other,25<=x<=65,none,own,2.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),2590.7324,<100 DM,>=7 years,3.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,existing credits paid back duly till now,car (used),2119.8496,no savings account,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,store,for free,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,1
<0 DM,24.0,critical account,car (new),3549.6106,no savings account,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,36.0,no credits taken,car (new),4029.2258,<100 DM,4<= <7 years,1.7414827,none,4.0,unknown / no property,x<25 or x>65,none,for free,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,4.0,critical account,education,1347.8368,no savings account,1<= < 4 years,2.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,10.91174,existing credits paid back duly till now,radio/television,636.3195,100 <= <500 DM,4<= <7 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,9.0,critical account,radio/television,2578.5442,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,x<25 or x>65,bank,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,10.0,delay in paying off,car (used),1739.5095,<100 DM,<1 years,2.0,none,4.0,real estate,25<=x<=65,bank,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,no credits taken,radio/television,2829.2786,<100 DM,>=7 years,1.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,6.209038,existing credits paid back duly till now,radio/television,4636.719,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,12.0,existing credits paid back duly till now,business,1578.2444,<100 DM,4<= <7 years,1.0,none,3.0,real estate,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,critical account,car (new),250.0,no savings account,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,repairs,5716.1533,<100 DM,<1 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,37.074936,critical account,furniture/equipment,18424.0,no savings account,>=7 years,4.0,none,1.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,5946.1826,<100 DM,>=7 years,2.0,none,4.0,real estate,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,9.0,existing credits paid back duly till now,radio/television,4965.9023,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,rent,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,others,1260.4485,<100 DM,4<= <7 years,2.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,3222.224,no savings account,unemployed,3.933361,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,33.25324,existing credits paid back duly till now,education,2043.3174,no savings account,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,12.0,all credits at this bank paid back duly,car (new),2754.6624,<100 DM,4<= <7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,23.440763,existing credits paid back duly till now,car (new),18424.0,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,21.0,critical account,radio/television,18424.0,<100 DM,>=7 years,4.0,none,1.0,car or other,x<25 or x>65,none,own,3.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,furniture/equipment,2338.8027,100 <= <500 DM,<1 years,2.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,15.0,existing credits paid back duly till now,furniture/equipment,7919.42,no savings account,1<= < 4 years,2.0,none,3.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,car (new),1461.9844,<100 DM,4<= <7 years,4.0,none,1.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,4.0,delay in paying off,car (new),350.5859,no savings account,>=7 years,3.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,car (new),10348.847,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,bank,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,72.0,critical account,radio/television,3113.487,no savings account,>=7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,12.0,all credits at this bank paid back duly,radio/television,2604.9583,<100 DM,<1 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,education,3750.2705,<100 DM,<1 years,4.0,none,3.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,no,male,divorced/separated,0
no account,4.0,existing credits paid back duly till now,radio/television,1530.4695,<100 DM,<1 years,4.0,none,2.7306821,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,6.0,critical account,others,1510.0385,<100 DM,1<= < 4 years,3.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.8374007,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,delay in paying off,car (new),250.0,<100 DM,1<= < 4 years,3.0,none,3.0,car or other,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,10.54507,critical account,furniture/equipment,3913.6863,<100 DM,1<= < 4 years,1.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
>= 200 DM ,36.0,no credits taken,repairs,2091.0637,100 <= <500 DM,>=7 years,1.0,co-applicant,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,radio/television,1546.1384,100 <= <500 DM,>=7 years,1.0,none,4.0,real estate,25<=x<=65,bank,own,2.9868321,skilled employee / official,1.0,none,yes,male,married/widowed,0
no account,24.0,critical account,furniture/equipment,1573.9945,100 <= <500 DM,1<= < 4 years,2.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,5743.8394,<100 DM,4<= <7 years,4.0,none,2.770808,car or other,x<25 or x>65,store,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,18.0,critical account,car (new),1837.8964,<100 DM,4<= <7 years,4.0,none,2.0,car or other,25<=x<=65,store,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,18.0,existing credits paid back duly till now,furniture/equipment,18424.0,500 <= < 1000 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,72.0,delay in paying off,car (new),7611.066,500 <= < 1000 DM,<1 years,4.0,none,1.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,4<= <7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,radio/television,250.0,<100 DM,>=7 years,4.0,none,1.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,car (used),250.0,no savings account,>=7 years,2.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,delay in paying off,car (new),568.8808,<100 DM,<1 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,1<= < 4 years,2.0,none,1.0,unknown / no property,25<=x<=65,none,own,2.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,furniture/equipment,2226.498,<100 DM,4<= <7 years,4.0,none,4.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (used),1270.2662,no savings account,4<= <7 years,1.0,none,2.0,car or other,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,critical account,furniture/equipment,7071.99,<100 DM,<1 years,4.0,co-applicant,2.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,no,male,divorced/separated,0
no account,36.0,existing credits paid back duly till now,radio/television,7767.7114,no savings account,unemployed,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,21.0,existing credits paid back duly till now,car (new),977.04675,<100 DM,1<= < 4 years,3.0,none,2.0,unknown / no property,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,24.0,critical account,car (used),3382.153,<100 DM,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,36.35396,existing credits paid back duly till now,radio/television,3983.2544,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,bank,own,4.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,12.0,all credits at this bank paid back duly,radio/television,1526.6616,no savings account,<1 years,4.0,none,3.4498637,savings agreement/life insurance,25<=x<=65,bank,own,2.0,skilled employee / official,1.0,yes,yes,female,married/widowed,1
>= 200 DM ,72.0,existing credits paid back duly till now,furniture/equipment,1359.5819,no savings account,>=7 years,3.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,13.648588,no credits taken,car (used),2499.7727,<100 DM,1<= < 4 years,4.0,none,1.0,real estate,x<25 or x>65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,13.840159,existing credits paid back duly till now,business,1649.1788,<100 DM,unemployed,4.0,none,2.0,unknown / no property,x<25 or x>65,bank,own,4.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
<0 DM,12.245936,delay in paying off,retraining,1360.9471,no savings account,4<= <7 years,2.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
