age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
37, Self-emp-not-inc, HS-grad,10, Married-civ-spouse, Farming-fishing, Husband, White, Male, <=50K
51, ?, Some-college,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, <=50K
59, Private, Bachelors,7, Married-civ-spouse, Farming-fishing, Husband, White, Male, >50K
44, Private, HS-grad,14, Married-civ-spouse, Other-service, Husband, White, Male, >50K
50, Private, HS-grad,13, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
35, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
60, Private, 7th-8th,5, Married-civ-spouse, Exec-managerial, Husband, Black, Female, >50K
38, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male, <=50K
54, Self-emp-inc, Doctorate,13, Married-civ-spouse, ?, Husband, White, Female, <=50K
41, Private, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
33, Private, HS-grad,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male, >50K
38, Private, HS-grad,11, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
27, Self-emp-not-inc, HS-grad,12, Never-married, Prof-specialty, Own-child, White, Male, <=50K
37, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Female, <=50K
41, Private, HS-grad,11, Never-married, Sales, Own-child, White, Female, <=50K
62, Private, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
33, Private, Some-college,14, Never-married, ?, Own-child, White, Male, <=50K
40, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male, <=50K
52, ?, HS-grad,10, Never-married, ?, Own-child, White, Female, >50K
37, Private, 1st-4th,6, Married-civ-spouse, Other-service, Own-child, White, Male, <=50K
47, Self-emp-not-inc, 10th,6, Never-married, ?, Not-in-family, Black, Male, <=50K
27, Private, 10th,5, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
56, Private, Some-college,11, Never-married, Sales, Own-child, Black, Female, <=50K
46, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Female, >50K
31, Self-emp-not-inc, HS-grad,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
35, ?, Doctorate,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
36, Federal-gov, HS-grad,10, Never-married, Sales, Own-child, Black, Female, <=50K
48, Private, 7th-8th,8, Married-civ-spouse, ?, Husband, White, Male, <=50K
20, Private, Some-college,13, Never-married, Sales, Husband, White, Male, <=50K
20, Private, HS-grad,7, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
20, Private, HS-grad,13, Married-civ-spouse, Sales, Husband, White, Male, >50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, >50K
24, Private, 11th,6, Never-married, Adm-clerical, Own-child, White, Female, >50K
29, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
46, Private, Bachelors,9, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
37, Private, Bachelors,11, Never-married, Craft-repair, Husband, White, Male, <=50K
37, Private, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
54, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
27, Private, HS-grad,7, Never-married, Sales, Own-child, White, Female, <=50K
48, Federal-gov, Doctorate,10, Married-civ-spouse, ?, Wife, White, Female, >50K
40, Private, Bachelors,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
56, Private, Bachelors,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
27, Federal-gov, 10th,8, Never-married, Adm-clerical, Own-child, White, Male, <=50K
40, Private, 7th-8th,7, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
23, Private, Some-college,12, Never-married, Other-service, Not-in-family, White, Male, <=50K
42, ?, Bachelors,10, Married-civ-spouse, Other-service, Unmarried, White, Male, <=50K
47, Local-gov, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
35, Private, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
41, ?, Some-college,12, Never-married, ?, Own-child, White, Male, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
40, Private, HS-grad,7, Never-married, ?, Own-child, White, Female, <=50K
39, Private, HS-grad,14, Married-civ-spouse, Sales, Husband, White, Female, <=50K
33, Private, Bachelors,11, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
31, Self-emp-not-inc, Some-college,11, Never-married, Other-service, Own-child, White, Female, <=50K
26, Private, HS-grad,11, Never-married, Other-service, Own-child, White, Male, <=50K
24, Private, Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
19, Private, Some-college,14, Never-married, Other-service, Own-child, White, Female, <=50K
41, Private, Some-college,9, Never-married, Sales, Not-in-family, White, Male, <=50K
44, Self-emp-not-inc, HS-grad,8, Married-civ-spouse, ?, Husband, White, Male, <=50K
41, Private, Bachelors,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
19, Private, HS-grad,11, Never-married, Priv-house-serv, Not-in-family, White, Male, <=50K
43, Private, 11th,6, Married-civ-spouse, ?, Husband, White, Male, >50K
27, Self-emp-not-inc, HS-grad,11, Never-married, Adm-clerical, Own-child, White, Female, <=50K
36, Private, Some-college,14, Married-civ-spouse, Sales, Husband, White, Male, <=50K
49, Private, Masters,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, Local-gov, HS-grad,8, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
23, ?, HS-grad,14, Never-married, Other-service, Own-child, White, Male, <=50K
32, Private, Bachelors,12, Never-married, Sales, Unmarried, White, Male, <=50K
49, ?, Some-college,13, Never-married, ?, Own-child, Black, Male, <=50K
41, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Female, <=50K
58, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male, >50K
41, Private, Bachelors,9, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
37, Private, HS-grad,7, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
29, Private, HS-grad,11, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
43, Local-gov, Assoc-voc,10, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
33, State-gov, Some-college,13, Never-married, Exec-managerial, Other-relative, White, Female, <=50K
41, ?, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male, <=50K
57, Private, 7th-8th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
22, Private, 11th,7, Never-married, Exec-managerial, Own-child, White, Female, <=50K
51, Private, HS-grad,8, Married-civ-spouse, ?, Husband, White, Male, <=50K
40, Private, HS-grad,10, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
32, Private, Some-college,14, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
30, Private, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Female, <=50K
28, Private, HS-grad,3, Never-married, Sales, Own-child, White, Female, <=50K
23, Private, 7th-8th,5, Never-married, Exec-managerial, Own-child, White, Male, <=50K
43, Private, Some-college,7, Married-civ-spouse, ?, Own-child, Black, Male, >50K
53, Private, Some-college,8, Never-married, ?, Husband, White, Male, <=50K
38, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
40, Private, Some-college,14, Married-civ-spouse, Other-service, Husband, White, Male, >50K
44, Private, Some-college,11, Never-married, Prof-specialty, Unmarried, White, Male, >50K
30, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
53, Federal-gov, Some-college,11, Married-civ-spouse, Sales, Husband, Black, Female, >50K
41, Private, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
46, Local-gov, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
40, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Own-child, White, Female, <=50K
19, Self-emp-not-inc, HS-grad,10, Never-married, Prof-specialty, Husband, White, Male, <=50K
49, State-gov, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
55, Private, Some-college,6, Never-married, ?, Not-in-family, White, Male, <=50K
38, Private, HS-grad,10, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
32, Federal-gov, 10th,8, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
47, Private, Bachelors,8, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
17, Self-emp-not-inc, HS-grad,16, Never-married, Prof-specialty, Own-child, White, Male, <=50K
24, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, <=50K
38, Private, 7th-8th,8, Married-civ-spouse, Transport-moving, Unmarried, White, Male, >50K
48, Private, Masters,5, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, >50K
64, Self-emp-not-inc, Masters,8, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
47, Private, Assoc-acdm,8, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
32, Self-emp-not-inc, HS-grad,8, Never-married, ?, Own-child, Black, Female, <=50K
28, Private, Some-college,11, Never-married, Craft-repair, Wife, White, Female, <=50K
37, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male, >50K
28, Private, HS-grad,8, Never-married, Exec-managerial, Own-child, White, Female, <=50K
35, Private, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
27, Private, HS-grad,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
48, Private, Some-college,8, Married-civ-spouse, Other-service, Husband, White, Male, >50K
38, Private, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
43, Private, HS-grad,5, Married-civ-spouse, ?, Husband, Black, Male, <=50K
47, Private, Some-college,11, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
44, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
39, Private, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
39, Private, 10th,6, Married-civ-spouse, Sales, Husband, Black, Male, <=50K
39, ?, Masters,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male, >50K
34, Private, Some-college,14, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
38, Private, 10th,3, Never-married, ?, Not-in-family, White, Male, <=50K
23, ?, Some-college,14, Never-married, Prof-specialty, Own-child, White, Male, <=50K
35, ?, 10th,6, Never-married, ?, Own-child, Black, Male, <=50K
41, Private, 11th,8, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
23, Private, Some-college,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
64, Private, 7th-8th,6, Married-civ-spouse, Exec-managerial, Husband, Black, Female, >50K
38, Self-emp-not-inc, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
20, Private, HS-grad,12, Never-married, Other-service, Husband, White, Male, >50K
19, Private, Some-college,9, Never-married, ?, Not-in-family, Black, Male, <=50K
50, ?, Doctorate,11, Married-civ-spouse, ?, Husband, White, Male, <=50K
44, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
32, Private, HS-grad,10, Never-married, Exec-managerial, Own-child, White, Female, <=50K
38, Private, Some-college,6, Never-married, ?, Own-child, White, Male, <=50K
52, Federal-gov, 10th,6, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
43, Private, Bachelors,12, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
44, ?, 10th,7, Never-married, ?, Own-child, Black, Female, <=50K
41, Private, HS-grad,11, Never-married, Transport-moving, Own-child, White, Female, <=50K
44, ?, Some-college,8, Never-married, ?, Own-child, White, Male, <=50K
24, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
43, Private, HS-grad,14, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, Bachelors,11, Never-married, Other-service, Own-child, White, Male, <=50K
50, Private, HS-grad,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
27, Private, Some-college,12, Never-married, Other-service, Own-child, White, Female, <=50K
26, Private, Some-college,16, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
36, Private, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
46, Self-emp-not-inc, HS-grad,10, Never-married, Adm-clerical, Own-child, White, Female, <=50K
47, Local-gov, 10th,7, Married-civ-spouse, ?, Husband, White, Male, <=50K
52, Private, Masters,11, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
40, Without-pay, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male, <=50K
32, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Other-service, Husband, White, Male, >50K
62, Self-emp-not-inc, Bachelors,11, Married-civ-spouse, Protective-serv, Husband, White, Male, >50K
48, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
27, Private, HS-grad,6, Never-married, Transport-moving, Own-child, White, Male, <=50K
24, Private, Some-college,13, Married-civ-spouse, Sales, Own-child, White, Male, <=50K
38, Private, HS-grad,10, Never-married, Craft-repair, Husband, White, Male, <=50K
45, Private, Some-college,6, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
53, ?, Masters,8, Married-civ-spouse, ?, Husband, Black, Female, >50K
39, Private, Some-college,12, Married-civ-spouse, Protective-serv, Husband, White, Male, <=50K
46, ?, 10th,7, Never-married, ?, Not-in-family, Black, Male, <=50K
67, Private, Some-college,8, Married-civ-spouse, ?, Husband, White, Male, >50K
39, Self-emp-not-inc, 10th,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
57, Private, Some-college,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
46, Private, Bachelors,14, Married-civ-spouse, Sales, Husband, White, Male, >50K
41, Private, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
35, Private, 10th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
43, ?, Some-college,13, Never-married, ?, Not-in-family, White, Male, <=50K
49, Private, HS-grad,7, Never-married, ?, Own-child, White, Female, <=50K
45, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, >50K
34, ?, Some-college,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
66, Private, Some-college,12, Married-civ-spouse, Other-service, Husband, White, Male, >50K
53, Self-emp-inc, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
47, ?, HS-grad,12, Never-married, Prof-specialty, Own-child, White, Male, <=50K
51, Private, Assoc-voc,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
43, Private, Masters,8, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
45, Private, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
37, Private, Some-college,12, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
28, Private, HS-grad,12, Never-married, Adm-clerical, Wife, White, Female, <=50K
38, Private, Assoc-voc,10, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
61, Private, HS-grad,11, Married-civ-spouse, Adm-clerical, Husband, White, Female, >50K
46, Private, HS-grad,11, Never-married, Exec-managerial, Own-child, White, Female, <=50K
41, Private, Some-college,9, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
55, Private, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
51, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
44, Private, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
35, ?, Assoc-acdm,14, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
47, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
33, State-gov, Some-college,13, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
38, Private, HS-grad,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
58, ?, Masters,10, Never-married, ?, Unmarried, White, Female, <=50K
41, Private, HS-grad,12, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
48, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
40, Private, HS-grad,11, Never-married, Other-service, Not-in-family, White, Male, <=50K
55, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
33, Private, Masters,10, Never-married, Prof-specialty, Own-child, Black, Female, <=50K
54, Private, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
27, Private, Some-college,11, Never-married, Exec-managerial, Own-child, White, Male, <=50K
18, State-gov, Masters,7, Never-married, Adm-clerical, Own-child, White, Female, <=50K
58, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
34, Private, HS-grad,14, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
36, Private, HS-grad,10, Never-married, Sales, Not-in-family, White, Male, <=50K
53, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
25, Private, Assoc-voc,5, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
28, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Male, <=50K
31, Private, Masters,9, Married-civ-spouse, Adm-clerical, Wife, White, Female, <=50K
26, Private, HS-grad,14, Never-married, Sales, Not-in-family, White, Male, <=50K
30, Private, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
62, Private, HS-grad,8, Married-civ-spouse, ?, Husband, White, Female, <=50K
37, Self-emp-inc, Some-college,10, Never-married, ?, Not-in-family, Black, Female, <=50K
32, Private, HS-grad,12, Married-civ-spouse, Sales, Own-child, White, Male, <=50K
31, Federal-gov, 10th,9, Never-married, Craft-repair, Own-child, Black, Female, <=50K
50, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
18, Private, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, <=50K
44, Private, HS-grad,7, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
45, Private, Some-college,12, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
43, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Female, <=50K
59, Private, Some-college,16, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
46, Self-emp-not-inc, HS-grad,10, Never-married, Sales, Own-child, Black, Female, <=50K
25, Private, HS-grad,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
56, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Male, <=50K
38, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
48, Private, Masters,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
28, Private, Some-college,12, Never-married, Sales, Own-child, White, Female, <=50K
48, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
31, Private, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
28, Private, HS-grad,13, Never-married, Sales, Own-child, White, Male, <=50K
48, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
35, Private, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
40, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
52, Private, HS-grad,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
29, Private, HS-grad,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
43, Private, HS-grad,10, Never-married, Sales, Not-in-family, Black, Male, <=50K
57, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
33, State-gov, HS-grad,10, Never-married, Prof-specialty, Unmarried, White, Female, <=50K
28, Private, HS-grad,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, <=50K
26, Private, Assoc-voc,12, Never-married, Adm-clerical, Wife, White, Female, <=50K
36, Private, HS-grad,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
34, Private, HS-grad,12, Never-married, Sales, Own-child, White, Male, <=50K
47, Private, 11th,7, Never-married, Other-service, Wife, White, Male, >50K
27, Private, HS-grad,10, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
34, Private, 11th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
54, Private, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
39, Private, Some-college,9, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
47, Private, HS-grad,6, Married-civ-spouse, Adm-clerical, Husband, White, Female, <=50K
61, Private, Masters,10, Never-married, Craft-repair, Not-in-family, Black, Male, <=50K
33, State-gov, HS-grad,14, Never-married, Exec-managerial, Own-child, White, Male, <=50K
30, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female, <=50K
39, Private, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
51, Private, Masters,13, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Private, Some-college,8, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
60, Self-emp-not-inc, Some-college,13, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
39, ?, Some-college,15, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
43, Self-emp-inc, Masters,9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, <=50K
38, Private, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
46, Private, Masters,11, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
42, ?, HS-grad,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
54, Private, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
61, Private, Masters,9, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
27, Private, Some-college,11, Never-married, Adm-clerical, Own-child, White, Female, <=50K
43, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female, <=50K
46, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female, <=50K
32, State-gov, Masters,11, Never-married, Exec-managerial, Husband, White, Male, <=50K
35, State-gov, Some-college,11, Never-married, Exec-managerial, Not-in-family, Black, Female, <=50K
34, Private, HS-grad,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
40, Private, HS-grad,11, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
52, Private, Some-college,14, Married-civ-spouse, Other-service, Husband, White, Male, >50K
40, Private, Some-college,10, Never-married, Exec-managerial, Wife, White, Female, <=50K
48, Private, Masters,11, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
29, State-gov, HS-grad,10, Never-married, Exec-managerial, Own-child, Black, Male, <=50K
45, Private, HS-grad,9, Never-married, ?, Not-in-family, Black, Male, >50K
23, Private, HS-grad,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female, <=50K
44, Private, HS-grad,8, Divorced, Exec-managerial, Not-in-family, White, Male, <=50K
54, Private, HS-grad,10, Married-civ-spouse, Other-service, Husband, White, Female, >50K
44, Private, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
42, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
48, State-gov, HS-grad,7, Never-married, ?, Unmarried, Black, Male, <=50K
36, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
25, Private, HS-grad,11, Never-married, Sales, Own-child, Black, Female, <=50K
38, Private, HS-grad,12, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
32, Private, HS-grad,10, Never-married, Adm-clerical, Unmarried, White, Male, <=50K
40, Self-emp-not-inc, Masters,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
41, State-gov, Some-college,11, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
34, ?, HS-grad,13, Never-married, Other-service, Unmarried, White, Female, <=50K
34, Private, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
38, Private, HS-grad,7, Never-married, Other-service, Not-in-family, White, Male, <=50K
43, Private, 10th,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
35, ?, Some-college,11, Married-civ-spouse, Exec-managerial, Unmarried, White, Female, <=50K
30, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female, >50K
49, State-gov, Masters,6, Married-civ-spouse, Exec-managerial, Husband, Black, Male, >50K
41, Private, HS-grad,6, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female, <=50K
33, Private, HS-grad,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
38, Private, Masters,9, Never-married, Craft-repair, Own-child, Black, Female, >50K
45, Private, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
58, Private, Masters,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
27, Private, HS-grad,7, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
50, ?, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
35, Private, HS-grad,14, Never-married, Exec-managerial, Own-child, White, Female, <=50K
47, Private, HS-grad,13, Never-married, Other-service, Not-in-family, White, Male, <=50K
53, Private, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
22, ?, Some-college,11, Never-married, Craft-repair, Own-child, White, Male, <=50K
55, Private, Bachelors,12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, >50K
55, Private, 11th,10, Married-civ-spouse, Exec-managerial, Husband, White, Female, >50K
50, Private, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
58, Private, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
43, Private, HS-grad,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
54, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male, <=50K
42, Private, HS-grad,16, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
26, Private, HS-grad,12, Never-married, Craft-repair, Own-child, White, Female, <=50K
44, Local-gov, Masters,12, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
51, Private, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
58, Private, Some-college,9, Never-married, Exec-managerial, Not-in-family, Black, Female, <=50K
33, Private, HS-grad,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
31, Private, HS-grad,7, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
31, Private, 11th,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
29, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
36, State-gov, Masters,7, Married-civ-spouse, Transport-moving, Unmarried, Black, Male, <=50K
44, Private, Masters,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
34, Private, Some-college,14, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
36, Private, HS-grad,7, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
44, Private, 11th,10, Never-married, Other-service, Not-in-family, White, Female, <=50K
42, Private, HS-grad,8, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
